SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER,,change
GRSE, EQ, 01-Oct-2021,193.3,192.15,193,185.5,186.85,186.85,188.88,394350,744.86,6713,291847,74.01,,-6.45
GSCLCEMENT, EQ, 01-Oct-2021,49.25,50,51.3,49.4,50.35,50.25,50.34,228066,114.81,1719,106952,46.9,,1
GSFC, EQ, 01-Oct-2021,129.25,128,129.5,126.25,128.7,128.45,128.1,2659104,3406.25,16294,938572,35.3,,-0.8
GSPL, EQ, 01-Oct-2021,316,316,321.5,312.1,314,314.05,317.77,629869,2001.55,12254,352163,55.91,,-1.95
GSS, EQ, 01-Oct-2021,75.65,75.75,79.35,75.75,77,76.6,77.17,81396,62.82,1359,41542,51.04,,0.95
GTL, BE, 01-Oct-2021,15.35,15.45,15.45,14.75,15.1,14.95,14.94,163427,24.41,546, -, -,,-0.4
GTLINFRA, BE, 01-Oct-2021,1.75,1.7,1.7,1.7,1.7,1.7,1.7,4321867,73.47,4694, -, -,,-0.05
GTPL, EQ, 01-Oct-2021,254.25,256,305.1,242.55,292.9,293.6,286.02,3373182,9647.95,68789,933832,27.68,,39.35
GUFICBIO, EQ, 01-Oct-2021,194.05,194.05,194.2,192,193.5,192.75,192.73,79035,152.33,2402,46288,58.57,,-1.3
GUJALKALI, EQ, 01-Oct-2021,672.75,665,749,604,733.5,737.15,714.36,2924124,20888.78,74754,615102,21.04,,64.4
GUJAPOLLO, EQ, 01-Oct-2021,210.25,210.95,214.45,210,212.5,212.75,212.41,5051,10.73,111,4572,90.52,,2.5
GUJGASLTD, EQ, 01-Oct-2021,637.45,640.5,643.85,610.55,614.7,613.7,620.44,3177599,19714.99,70130,1059425,33.34,,-23.75
GUJRAFFIA, BE, 01-Oct-2021,38.25,39.25,39.25,37,38.5,38.05,37.78,2197,0.83,32, -, -,,-0.2
GULFOILLUB, EQ, 01-Oct-2021,584.2,584,592.45,581.05,584,583.55,584.01,31151,181.92,1757,19887,63.84,,-0.65
GULFPETRO, EQ, 01-Oct-2021,55.1,56.2,56.45,54.5,55.15,55,55.46,69483,38.53,1466,41608,59.88,,-0.1
GULPOLY, BE, 01-Oct-2021,286.3,282.9,285,273.2,281,281.85,278.2,55121,153.35,1169, -, -,,-4.45
HAL, EQ, 01-Oct-2021,1354.45,1353.3,1367.45,1326.65,1336.6,1338,1344.47,665072,8941.66,30738,287109,43.17,,-16.45
HAPPSTMNDS, BE, 01-Oct-2021,1379.95,1380,1390,1361.05,1379,1375.75,1372.64,143894,1975.15,14182, -, -,,-4.2
HARRMALAYA, EQ, 01-Oct-2021,184.75,183.4,190.5,182.8,189.2,189.4,187.32,126363,236.71,3938,41564,32.89,,4.65
HATHWAY, EQ, 01-Oct-2021,24,23.95,25.2,23.95,25.2,25.05,24.83,9233891,2292.75,10618,3538664,38.32,,1.05
HATSUN, EQ, 01-Oct-2021,1409.35,1400,1447.1,1394.9,1420,1424.45,1433.94,373710,5358.77,24162,219069,58.62,,15.1
HAVELLS, EQ, 01-Oct-2021,1373.1,1373.1,1382.7,1334.25,1359.7,1359.1,1351.54,839100,11340.8,38726,253516,30.21,,-14
HAVISHA, BE, 01-Oct-2021,1.25,1.3,1.3,1.2,1.25,1.25,1.25,69429,0.87,87, -, -,,0
HBANKETF, EQ, 01-Oct-2021,373.86,370.73,372.5,366.95,370,371.01,370.38,2839,10.52,118,2468,86.93,,-2.85
HBLPOWER, EQ, 01-Oct-2021,48.65,48.5,48.85,47.8,48.2,48.05,48.22,374429,180.53,3580,191530,51.15,,-0.6
HBSL, EQ, 01-Oct-2021,37.35,38,38.25,36.5,38.25,37.9,37.14,13821,5.13,470,5937,42.96,,0.55
HCC, EQ, 01-Oct-2021,9.65,9.6,9.7,9.5,9.5,9.55,9.56,2164813,206.89,2466,1651691,76.3,,-0.1
HCG, EQ, 01-Oct-2021,247.4,245.9,247.75,240.3,246.05,245.4,244.44,88712,216.85,6433,37291,42.04,,-2
HCL-INSYS, EQ, 01-Oct-2021,13.8,13.9,14,13.7,13.8,13.8,13.89,457425,63.52,2028,258771,56.57,,0
HCLTECH, EQ, 01-Oct-2021,1279.55,1274,1284,1260.65,1273,1273.75,1273.54,3372796,42954.05,125070,2006146,59.48,,-5.8
HDFC, EQ, 01-Oct-2021,2754.3,2738.6,2752,2693.6,2710,2711.65,2712.62,2462648,66802.25,124536,1405148,57.06,,-42.65
HDFC, W3, 01-Oct-2021,832.05,825,826,796,807,807,808.7,40200,325.1,40,28800,71.64,,-25.05
HDFCAMC, EQ, 01-Oct-2021,2908.6,2898.5,2948.65,2881.1,2932,2932.25,2918.82,528417,15423.54,38544,254327,48.13,,23.65
HDFCBANK, EQ, 01-Oct-2021,1594.95,1583,1589,1565.25,1585.65,1582.7,1577.48,5564298,87775.83,145318,3862291,69.41,,-12.25
HDFCLIFE, EQ, 01-Oct-2021,722.4,720,730.5,714.3,728.5,729.45,721.18,1852758,13361.67,65798,852535,46.01,,7.05
HDFCMFGETF, EQ, 01-Oct-2021,40.76,41.65,41.65,41.15,41.26,41.27,41.24,260946,107.61,966,183080,70.16,,0.51
HDFCNIFETF, EQ, 01-Oct-2021,188.48,188.9,188.9,185.55,187.95,187.96,187.61,21334,40.02,512,18961,88.88,,-0.52
HDFCSENETF, EQ, 01-Oct-2021,638.99,639.99,639.99,630,635,634.99,634.6,2701,17.14,232,2087,77.27,,-4
HDIL, BZ, 01-Oct-2021,4.6,4.65,4.65,4.5,4.6,4.55,4.55,203102,9.25,345, -, -,,-0.05
HECPROJECT, SM, 01-Oct-2021,198.7,208.6,208.6,188.8,188.8,188.8,196.19,16800,32.96,14,13200,78.57,,-9.9
HEG, EQ, 01-Oct-2021,2248,2239,2288.35,2225,2260,2265.3,2262.37,78812,1783.02,9757,29432,37.34,,17.3
HEIDELBERG, EQ, 01-Oct-2021,256.8,256,260,255.05,256.4,256.55,257.83,126292,325.62,5479,55783,44.17,,-0.25
HEMIPROP, EQ, 01-Oct-2021,142.5,141,142.55,138.6,138.9,139.25,140.32,738434,1036.16,10656,267306,36.2,,-3.25
HEOFRG1126, MF, 01-Oct-2021,13.22,13,13.1,13,13.1,13.1,13.03,16668,2.17,5,16668,100,,-0.12
HERANBA, EQ, 01-Oct-2021,797.6,789.3,798.3,782.7,788,787.2,788.14,112043,883.06,5789,61529,54.92,,-10.4
HERCULES, EQ, 01-Oct-2021,140.85,139.2,143,139.2,143,141.85,141.01,33119,46.7,1089,21202,64.02,,1
HERITGFOOD, EQ, 01-Oct-2021,456.55,453.7,465,452.75,461,462.3,459.38,65169,299.37,3802,28908,44.36,,5.75
HEROMOTOCO, EQ, 01-Oct-2021,2832.5,2827.2,2851,2802.25,2845.4,2847.95,2828.46,329726,9326.18,32107,123866,37.57,,15.45
HESTERBIO, EQ, 01-Oct-2021,2478.55,2453,2478.45,2442.9,2474.9,2459.5,2453.61,3269,80.21,1143,1298,39.71,,-19.05
HEXATRADEX, BE, 01-Oct-2021,166.05,166.05,169.95,159,164.95,161.4,162.16,1905,3.09,71, -, -,,-4.65
HFCL, BE, 01-Oct-2021,71.4,71,72.9,70.6,72.25,72.25,72.04,1232045,887.62,6549, -, -,,0.85
HGINFRA, EQ, 01-Oct-2021,647.1,641.5,665,638.2,652.05,655.35,655.5,100174,656.64,7600,52608,52.52,,8.25
HGS, BE, 01-Oct-2021,2861.5,2850,2880,2801,2820.1,2830.3,2851.63,7038,200.7,602, -, -,,-31.2
HIKAL, EQ, 01-Oct-2021,603.45,604,604,568.3,575,576.55,585.66,371382,2175.04,17471,240167,64.67,,-26.9
HIL, EQ, 01-Oct-2021,5146.5,5112,5128.9,5050.5,5065,5067.75,5091,15342,781.06,2663,12285,80.07,,-78.75
HILTON, EQ, 01-Oct-2021,13.3,13.5,13.5,13,13.3,13.3,13.23,4932,0.65,50,3518,71.33,,0
HIMATSEIDE, BE, 01-Oct-2021,272.35,271.1,274.4,262,265,264.3,265.46,125108,332.12,2148, -, -,,-8.05
HINDALCO, EQ, 01-Oct-2021,487.95,483.1,486,473.45,484.4,484.35,481.11,8072310,38836.71,73716,1858161,23.02,,-3.6
HINDCOMPOS, EQ, 01-Oct-2021,327.15,331,331,321.8,323.25,325.4,325.69,4060,13.22,376,2774,68.33,,-1.75
HINDCON, EQ, 01-Oct-2021,63.45,64.8,64.9,61.65,64.15,63.15,64.29,19568,12.58,273,14969,76.5,,-0.3
HINDCOPPER, EQ, 01-Oct-2021,109.95,109.9,111.8,109.2,109.9,109.85,110.04,2718556,2991.39,15956,1143325,42.06,,-0.1
HINDMOTORS, EQ, 01-Oct-2021,7.4,7.45,7.45,7.3,7.4,7.4,7.36,123377,9.08,484,90675,73.49,,0
HINDNATGLS, BE, 01-Oct-2021,35.8,35.3,36.5,35.25,36,36.05,35.84,7985,2.86,62, -, -,,0.25
HINDOILEXP, EQ, 01-Oct-2021,211.4,214.1,217.7,211,211.3,211.75,214.08,750610,1606.89,7752,332954,44.36,,0.35
HINDPETRO, EQ, 01-Oct-2021,300,299.6,306,297,298.9,298.95,300.53,4146823,12462.56,41605,1438867,34.7,,-1.05
HINDUNILVR, EQ, 01-Oct-2021,2701.8,2706,2712,2680.1,2702,2704.05,2692.5,956111,25743.27,55158,619471,64.79,,2.25
HINDZINC, EQ, 01-Oct-2021,311.6,311.5,314.5,305.4,306.65,306.15,308.87,2042841,6309.8,29691,1038182,50.82,,-5.45
HIRECT, EQ, 01-Oct-2021,194.15,194.15,195.05,190.1,191.9,191.7,192.2,14986,28.8,819,7295,48.68,,-2.45
HISARMETAL, EQ, 01-Oct-2021,131.6,133.25,133.3,129.7,130.5,131.75,131.64,15012,19.76,504,7437,49.54,,0.15
HITECH, EQ, 01-Oct-2021,584.3,584.85,589.15,577,582.15,584.8,585.09,15132,88.54,1029,9270,61.26,,0.5
HITECHCORP, EQ, 01-Oct-2021,213.3,212,229.6,210.75,222.1,222.3,221,10661,23.56,379,5885,55.2,,9
HITECHGEAR, EQ, 01-Oct-2021,264,263.9,272.9,260,262.05,263.3,265.08,10976,29.09,395,6667,60.74,,-0.7
HLEGLAS, EQ, 01-Oct-2021,6500.6,6452,6550,6415,6540,6516.8,6499.84,20130,1308.42,4742,6835,33.95,,16.2
HLVLTD, EQ, 01-Oct-2021,10.2,10.1,11.2,9.9,11.2,11.2,10.98,2713966,297.88,3694,1385535,51.05,,1
HMT, BZ, 01-Oct-2021,29,29,29,28.25,28.9,28.9,28.61,2709,0.78,31, -, -,,-0.1
HMVL, EQ, 01-Oct-2021,74.55,74.85,76.75,74.2,75.2,74.8,74.98,72443,54.32,1457,37912,52.33,,0.25
HNDFDS, EQ, 01-Oct-2021,1955.55,1965,1965,1935,1955.1,1957.3,1953.99,17012,332.41,786,16018,94.16,,1.75
HNGSNGBEES, EQ, 01-Oct-2021,316.32,319.99,319.99,312.1,317.9,317.45,317.19,1321,4.19,149,1219,92.28,,1.13
HOMEFIRST, EQ, 01-Oct-2021,590.1,588.95,599.05,584.55,595,595.5,592.22,343716,2035.55,6543,292035,84.96,,5.4
HONAUT, EQ, 01-Oct-2021,45714.5,45499,45826,44550,44900,44686.6,45100.37,2344,1057.15,1550,1118,47.7,,-1027.9
HONDAPOWER, EQ, 01-Oct-2021,1258.5,1260,1295.25,1210.6,1220,1220.55,1236.96,37002,457.7,4267,18834,50.9,,-37.95
HOTELRUGBY, BE, 01-Oct-2021,3.1,2.95,2.95,2.95,2.95,2.95,2.95,1530,0.05,4, -, -,,-0.15
HOVS, BE, 01-Oct-2021,58.4,58.35,59,57,58.5,57.8,57.85,18445,10.67,135, -, -,,-0.6
HPL, EQ, 01-Oct-2021,71.8,72.4,72.4,70.3,71,70.75,71.12,125006,88.91,1939,67078,53.66,,-1.05
HSCL, EQ, 01-Oct-2021,51.55,51.45,52.45,51.1,51.45,51.55,51.81,3647876,1889.82,14973,945150,25.91,,0
HSIL, EQ, 01-Oct-2021,232.05,228,233,225.3,228,228,228.78,132538,303.22,5360,58166,43.89,,-4.05
HTMEDIA, EQ, 01-Oct-2021,25,25,26.85,24.8,26.4,26.3,26.19,758861,198.71,3224,417617,55.03,,1.3
HUBTOWN, BE, 01-Oct-2021,28.35,28.35,29.3,28.35,28.75,28.75,28.81,13673,3.94,105, -, -,,0.4
HUDCO, EQ, 01-Oct-2021,45.05,44.6,45.1,44.4,44.7,44.65,44.74,1461780,654.01,5527,649990,44.47,,-0.4
HUDCO, N2, 01-Oct-2021,1220,1220,1225,1213,1225,1225,1219.18,715,8.72,7,715,100,,5
HUDCO, N3, 01-Oct-2021,1059.81,1060,1060.21,1060,1060.21,1060.21,1060.11,40,0.42,2,20,50,,0.4
HUDCO, N4, 01-Oct-2021,1080,1089,1089,1089,1089,1089,1089,50,0.54,1,50,100,,9
HUDCO, N5, 01-Oct-2021,1199.98,1199,1199.81,1199,1199.81,1199.81,1199.38,380,4.56,3,380,100,,-0.17
HUDCO, N8, 01-Oct-2021,1246.41,1264.99,1269.9,1264.99,1269.9,1269.9,1268.26,3,0.04,3,2,66.67,,23.49
HUDCO, ND, 01-Oct-2021,1259.94,1259.99,1259.99,1246.35,1250,1246.89,1251.61,148,1.85,10,148,100,,-13.05
HUDCO, NE, 01-Oct-2021,1460,1450,1462,1450,1450,1450,1453.18,522,7.59,15,265,50.77,,-10
HUHTAMAKI, EQ, 01-Oct-2021,265.65,265.3,268.7,264.05,266.8,266.25,266,58056,154.43,3149,31477,54.22,,0.6
IBMFNIFTY, EQ, 01-Oct-2021,176.03,174.15,179.55,174.11,174.2,174.73,174.83,2615,4.57,92,2389,91.36,,-1.3
IBREALEST, EQ, 01-Oct-2021,149.95,147.75,153.45,147.75,152.45,152.35,151.06,12508856,18896.19,71549,4970336,39.73,,2.4
IBUCCREDIT, N9, 01-Oct-2021,960.01,980,988,980,988,987.22,985.91,55,0.54,4,55,100,,27.21
IBUCCREDIT, NB, 01-Oct-2021,896.3,912.8,912.8,912.8,912.8,912.8,912.8,10,0.09,1,10,100,,16.5
IBUCCREDIT, ND, 01-Oct-2021,915.04,927.9,927.9,915,915,915,919.3,15,0.14,2,15,100,,-0.04
IBULHSGFIN, EQ, 01-Oct-2021,231.65,230.95,235.45,227.5,234.75,234.45,232.2,10799645,25077.12,73824,2057717,19.05,,2.8
IBULHSGFIN, N8, 01-Oct-2021,956.22,999,1020,955.7,955.7,955.7,996.37,141,1.4,12,140,99.29,,-0.52
IBULHSGFIN, NA, 01-Oct-2021,940.13,949.95,979,949.95,966,966,967.83,370,3.58,11,345,93.24,,25.87
ICDSLTD, BE, 01-Oct-2021,79.05,75.1,83,75.1,83,83,76.09,88980,67.71,543, -, -,,3.95
ICEMAKE, EQ, 01-Oct-2021,74.25,74.25,74.25,72.05,73,73.1,73.12,11454,8.38,545,3665,32,,-1.15
ICICI500, EQ, 01-Oct-2021,248.54,252.1,252.1,246.2,248.2,247.77,247.57,2272,5.62,229,2057,90.54,,-0.77
ICICIALPLV, EQ, 01-Oct-2021,178.82,179.99,181,175.95,178.2,178.19,178.28,70716,126.07,738,43665,61.75,,-0.63
ICICIB22, EQ, 01-Oct-2021,45.35,45.35,45.49,44.79,45.35,45.41,45.23,315325,142.62,1945,237968,75.47,,0.06
ICICIBANK, EQ, 01-Oct-2021,700.85,693,694.85,687.9,692.4,692.35,691.72,10935810,75645.21,225142,6651302,60.82,,-8.5
ICICIBANKN, EQ, 01-Oct-2021,373.72,384.7,384.7,360.3,371.68,371.73,370.08,5062,18.73,252,2073,40.95,,-1.99
ICICIBANKP, EQ, 01-Oct-2021,192.19,198,198,190,191.35,190.84,190.65,8560,16.32,144,1660,19.39,,-1.35
ICICIFMCG, EQ, 01-Oct-2021,405.49,405.49,405.49,400.76,404.75,402.7,402.65,2816,11.34,151,1889,67.08,,-2.79
ICICIGI, EQ, 01-Oct-2021,1589.5,1589,1628,1561.3,1589,1582.55,1586.47,953316,15124.09,57858,450129,47.22,,-6.95
ICICIGOLD, EQ, 01-Oct-2021,40.82,43.4,43.4,40.82,41.2,41.27,41.24,898689,370.62,2669,734070,81.68,,0.45
ICICILIQ, EQ, 01-Oct-2021,1000,1000,1000.01,999.5,999.99,999.99,999.97,42533,425.32,106,36527,85.88,,-0.01
ICICILOVOL, EQ, 01-Oct-2021,144.16,146.15,146.15,143.09,144.19,144.32,144.13,207862,299.59,2016,204111,98.2,,0.16
ICICIM150, EQ, 01-Oct-2021,114.99,117.47,117.47,113.01,114.7,115.19,114.89,61614,70.79,478,28489,46.24,,0.2
ICICIMCAP, EQ, 01-Oct-2021,104.77,105.8,105.8,103.3,104.6,104.61,104.72,10719,11.22,506,8729,81.43,,-0.16
ICICINF100, EQ, 01-Oct-2021,192.92,193.99,194.49,190.53,192.84,192.86,192,8303,15.94,397,3786,45.6,,-0.06
ICICINIFTY, EQ, 01-Oct-2021,189.09,218,218,187,188.28,188.2,187.89,85585,160.8,4571,57466,67.14,,-0.89
ICICINV20, EQ, 01-Oct-2021,96.71,97.49,97.49,95.51,96.2,96.16,96.3,18836,18.14,2164,15121,80.28,,-0.55
ICICINXT50, EQ, 01-Oct-2021,43.28,43.5,43.5,43,43.39,43.42,43.38,154496,67.01,1423,111445,72.13,,0.14
ICICIPHARM, EQ, 01-Oct-2021,90.1,91.94,91.94,89.71,90.6,90.32,90,11401,10.26,140,7297,64,,0.22
ICICIPRULI, EQ, 01-Oct-2021,671.85,673.75,673.75,658,667.4,667.8,665.51,983466,6545.11,26108,505492,51.4,,-4.05
ICICISENSX, EQ, 01-Oct-2021,642.56,632.04,640.3,543.95,639,639,633.31,1987,12.58,143,1125,56.62,,-3.56
ICICITECH, EQ, 01-Oct-2021,356.22,359,359,353.3,353.6,353.61,354.13,15306,54.2,622,9944,64.97,,-2.61
ICIL, EQ, 01-Oct-2021,295.85,293.1,294.9,277.2,278.1,279.05,283.41,1045049,2961.82,18729,573872,54.91,,-16.8
ICRA, EQ, 01-Oct-2021,3552.45,3552.45,3590,3503.65,3511,3519.05,3535.85,953,33.7,417,559,58.66,,-33.4
IDBI, EQ, 01-Oct-2021,46.3,45.5,50.6,45.15,50,49.95,48.56,73961075,35915.87,99434,22996179,31.09,,3.65
IDBIGOLD, EQ, 01-Oct-2021,4216.9,4239,4290,4239,4280,4279.95,4277.77,132,5.65,39,111,84.09,,63.05
IDEA, EQ, 01-Oct-2021,11.9,11.65,11.75,11.35,11.4,11.4,11.52,371738193,42817.28,198697,114688447,30.85,,-0.5
IDFC, EQ, 01-Oct-2021,54.95,54.45,55,52.5,53.55,53.45,53.55,6299393,3373.38,16556,3588448,56.96,,-1.5
IDFCFIRSTB, EQ, 01-Oct-2021,47.65,47.2,47.65,46.55,47.3,47.35,47.17,22538570,10631.53,42085,6314621,28.02,,-0.3
IDFCFIRSTB, N9, 01-Oct-2021,5300,5275.01,5307,5275.01,5307,5307,5293.25,8,0.42,3,5,62.5,,7
IDFCFIRSTB, NA, 01-Oct-2021,11600,11600,11600,11600,11600,11600,11600,10,1.16,3,10,100,,0
IDFCFIRSTB, NB, 01-Oct-2021,5215,5200,5201,5200,5200.95,5200.97,5200.42,14,0.73,5,14,100,,-14.03
IDFCFIRSTB, NC, 01-Oct-2021,11030.11,11000,11035,11000,11034,11034,11023.92,13,1.43,4,13,100,,3.89
IDFCFIRSTB, ND, 01-Oct-2021,5180,5180,5180,5180,5180,5180,5180,4,0.21,1,4,100,,0
IDFNIFTYET, EQ, 01-Oct-2021,185.19,184.15,184.95,183.1,183.1,183.53,183.82,1448,2.66,51,669,46.2,,-1.66
IEX, EQ, 01-Oct-2021,645.95,644,650.75,618,620.15,620.35,629.65,8316302,52363.62,173874,2519530,30.3,,-25.6
IFBAGRO, EQ, 01-Oct-2021,565.05,567.25,571,563.25,567.35,566.05,566.51,13402,75.92,704,5416,40.41,,1
IFBIND, EQ, 01-Oct-2021,1189.65,1180.2,1205,1166.7,1194,1193.6,1185.7,31568,374.3,3141,12304,38.98,,3.95
IFCI, EQ, 01-Oct-2021,13.45,13.3,13.5,12.95,13,13.05,13.23,5596932,740.37,31000,2836329,50.68,,-0.4
IFCI, NH, 01-Oct-2021,1052.32,1061.94,1062,1056,1056.06,1056.32,1059.23,724,7.67,24,674,93.09,,4
IFCI, NL, 01-Oct-2021,1050.15,1054.75,1057.35,1054.75,1057.35,1055.4,1055.4,100,1.06,2,100,100,,5.25
IFGLEXPOR, EQ, 01-Oct-2021,317.35,315,321.45,315,315.9,317.7,318.52,22902,72.95,1237,13496,58.93,,0.35
IGARASHI, EQ, 01-Oct-2021,521.25,518,523,511.05,515.7,514.6,516.25,59590,307.64,3793,21478,36.04,,-6.65
IGL, EQ, 01-Oct-2021,533.1,535,537,525.55,528.95,530.3,531.65,3285889,17469.52,59972,728834,22.18,,-2.8
IGPL, EQ, 01-Oct-2021,742.15,738.85,764,736.5,743.5,741.45,751.1,107533,807.69,6185,45769,42.56,,-0.7
IIFCL, N4, 01-Oct-2021,1422,1429,1429,1429,1429,1429,1429,50,0.71,1,50,100,,7
IIFL, EQ, 01-Oct-2021,287,284,288.9,281.1,287,287,285.54,414587,1183.81,12074,228705,55.16,,0
IIFL, N3, 01-Oct-2021,1270,1275.55,1275.55,1275.55,1275.55,1275.55,1275.55,65,0.83,1,65,100,,5.55
IIFL, N4, 01-Oct-2021,1024.99,1025,1030,1018.01,1022,1022,1022.71,1260,12.89,15,1170,92.86,,-2.99
IIFL, N6, 01-Oct-2021,1029.5,1025,1029,1025,1028.99,1028.99,1028.78,371,3.82,7,371,100,,-0.51
IIFL, N7, 01-Oct-2021,1060.99,1063,1063,1050,1050,1050,1054.37,116,1.22,8,77,66.38,,-10.99
IIFL, N9, 01-Oct-2021,1007,1006,1007,1006,1006,1006,1006.5,70,0.7,7,70,100,,-1
IIFL, NA, 01-Oct-2021,1219.1,1210,1219.4,1162,1219.4,1219.4,1197.13,300,3.59,3,200,66.67,,0.3
IIFL, NC, 01-Oct-2021,1010.75,1010,1049.9,1005,1005,1005,1008.92,220,2.22,11,205,93.18,,-5.75
IIFL, ND, 01-Oct-2021,1022.5,1016.98,1026.5,999,1004.5,1002.75,1011.14,18095,182.96,171,17750,98.09,,-19.75
IIFL, NE, 01-Oct-2021,1004,1000,1000.5,992.02,992.02,997.34,998.74,2658,26.55,30,2464,92.7,,-6.66
IIFL, NF, 01-Oct-2021,989.69,990,992,985.01,990.45,990.45,988.39,2444,24.16,48,2247,91.94,,0.76
IIFL, NG, 01-Oct-2021,985,990,990.1,952,990,974.69,971.52,949,9.22,30,612,64.49,,-10.31
IIFLSEC, EQ, 01-Oct-2021,97.6,97,101.9,96.3,100,100.55,99.47,727033,723.15,7029,268526,36.93,,2.95
IIFLWAM, EQ, 01-Oct-2021,1572,1600,1645.95,1567.55,1607,1600,1609.66,64627,1040.27,9344,24996,38.68,,28
IIHFL, N4, 01-Oct-2021,996,988.05,988.05,988,988,988.01,988.02,3,0.03,2,3,100,,-7.99
IIHFL, N5, 01-Oct-2021,991.81,992.2,992.2,988,990,990,990.01,2547,25.22,41,2348,92.19,,-1.81
IIHFL, N6, 01-Oct-2021,928.51,930.05,940,928,940,940,931.55,133,1.24,5,133,100,,11.49
IITL, EQ, 01-Oct-2021,75.4,79.15,79.15,79.15,79.15,79.15,79.15,4861,3.85,28,4861,100,,3.75
IL&FSENGG, BZ, 01-Oct-2021,4.4,4.6,4.6,4.3,4.5,4.5,4.46,15601,0.7,30, -, -,,0.1
IL&FSTRANS, BZ, 01-Oct-2021,3.85,4,4,3.9,4,4,3.99,59511,2.37,67, -, -,,0.15
IMAGICAA, EQ, 01-Oct-2021,10.55,11.05,11.05,11.05,11.05,11.05,11.05,82959,9.17,84,82959,100,,0.5
IMFA, BE, 01-Oct-2021,748.95,780,786,748.95,765.05,768.85,771.9,63400,489.39,1531, -, -,,19.9
IMPAL, EQ, 01-Oct-2021,760.1,771,773,752,752,754.85,757.78,3295,24.97,220,2481,75.3,,-5.25
INCREDIBLE, BE, 01-Oct-2021,26.5,26.2,26.95,26.2,26.45,26.55,26.37,6547,1.73,66, -, -,,0.05
INDBANK, EQ, 01-Oct-2021,23.35,23.1,23.5,22.95,23.1,23.1,23.13,38121,8.82,321,22799,59.81,,-0.25
INDHOTEL, EQ, 01-Oct-2021,181.4,179.9,186.7,178.35,184.25,184.1,182.52,6462916,11796.23,40529,1205187,18.65,,2.7
INDIACEM, EQ, 01-Oct-2021,200.3,198.65,210.65,197.6,201,200.8,204.61,20262379,41459.2,118406,6792054,33.52,,0.5
INDIAGLYCO, EQ, 01-Oct-2021,808.8,804.4,858.8,796.2,851.75,842.7,831.06,935539,7774.91,28420,348748,37.28,,33.9
INDIAMART, EQ, 01-Oct-2021,8378.9,8394,8470,8295,8299.95,8310.6,8360.38,54701,4573.21,11890,13785,25.2,,-68.3
INDIANB, EQ, 01-Oct-2021,140.35,139.5,143,137.05,141,141.8,140.61,5365567,7544.27,28253,1858175,34.63,,1.45
INDIANCARD, BE, 01-Oct-2021,172.05,174.5,178,171,171,173.1,174.35,2777,4.84,39, -, -,,1.05
INDIANHUME, EQ, 01-Oct-2021,200.85,200,201.9,198.8,199.75,200.7,200.82,22928,46.04,875,13029,56.83,,-0.15
INDIGO, EQ, 01-Oct-2021,2021.7,2010,2030,1958.2,1974,1976.05,1983.05,820838,16277.61,53363,242273,29.52,,-45.65
INDIGOPNTS, EQ, 01-Oct-2021,2560.25,2546.5,2548,2515,2524.85,2526.3,2532.25,14900,377.31,2254,9931,66.65,,-33.95
INDIGRID, IV, 01-Oct-2021,134.95,135.5,136,134.8,136,135.95,135.7,192938,261.81,489,176821,91.65,,1
INDIGRID, NB, 01-Oct-2021,965.04,1015,1015,1015,1015,1015,1015,49,0.5,1,49,100,,49.96
INDIGRID, ND, 01-Oct-2021,1015,1010,1010,1008.05,1008.05,1008.05,1009.03,100,1.01,2,100,100,,-6.95
INDIGRID, NH, 01-Oct-2021,1011,1012.26,1012.26,1012.26,1012.26,1012.26,1012.26,16,0.16,1,16,100,,1.26
INDIGRID, NJ, 01-Oct-2021,1072.28,1079.4,1080,1060.1,1072.4,1073.69,1076.16,1254,13.5,15,1254,100,,1.41
INDLMETER, EQ, 01-Oct-2021,11.75,12,12,11.3,11.85,11.85,11.72,14170,1.66,90,8911,62.89,,0.1
INDNIPPON, EQ, 01-Oct-2021,350,350,366.5,347.9,362.25,360.3,359.28,43563,156.51,2937,27675,63.53,,10.3
INDOCO, EQ, 01-Oct-2021,449.25,445,452.45,442.1,450,446.85,447.16,58933,263.52,2825,30210,51.26,,-2.4
INDORAMA, EQ, 01-Oct-2021,49.6,49.05,51.3,48.7,50.7,50.55,49.85,72651,36.22,618,54469,74.97,,0.95
INDOSOLAR, BZ, 01-Oct-2021,2.4,2.3,2.5,2.3,2.4,2.4,2.35,241325,5.66,159, -, -,,0
INDOSTAR, EQ, 01-Oct-2021,286.05,285,287.95,280,282.5,282.75,283.76,297058,842.93,3971,245017,82.48,,-3.3
INDOTECH, BE, 01-Oct-2021,153.8,153,154.3,151.05,153.95,153.95,152.51,2063,3.15,52, -, -,,0.15
INDOTHAI, EQ, 01-Oct-2021,86.15,86.95,89,86.55,88,87.8,87.72,7469,6.55,178,4870,65.2,,1.65
INDOWIND, BE, 01-Oct-2021,6.55,6.5,6.8,6.25,6.6,6.5,6.45,128038,8.26,468, -, -,,-0.05
INDRAMEDCO, EQ, 01-Oct-2021,78.7,78.4,80.3,78.4,79.1,78.9,79.29,118624,94.06,1950,57852,48.77,,0.2
